AA01|A|1|A|0|1
AA02|A|2|A|0|1
AA03|A|3|A|0|0
AA04|A|4|A|0|0
AA05|A|5|A|0|0
AA06|A|6|A|0|0
AA07|A|7|A|0|0
AA08|A|8|A|0|0
AA10|A|10|A|0|0
AA11|A|11|A|0|0
AA12|A|12|A|0|0
AA13|A|13|A|0|0
AA14|A|14|A|0|0
AA15|A|15|A|0|1
AA16|A|16|A|0|1
AB01|A|1|A|0|0
AB02|A|2|A|0|0
AB03|A|3|A|0|0
AB04|A|4|A|0|0
AB05|A|5|A|0|0
AB06|A|6|A|0|0
AB07|A|7|A|0|0
AB08|A|8|A|0|0
AB10|A|10|A|0|0
AB11|A|11|A|0|0
AB12|A|12|A|0|0
AB13|A|13|A|0|0
AB14|A|14|A|0|0
AB15|A|15|A|0|0
AB16|A|16|A|0|0
AC01|A|1|A|0|0
AC02|A|2|A|0|0
AC03|A|3|A|0|0
AC04|A|4|A|0|0
AC05|A|5|A|0|0
AC06|A|6|A|0|0
AC07|A|7|A|0|0
AC08|A|8|A|0|0
AC10|A|10|A|0|0
AC11|A|11|A|0|0
AC12|A|12|A|0|0
AC13|A|13|A|0|0
AC14|A|14|A|0|0
AC15|A|15|A|0|0
AC16|A|16|A|0|0
AD01|A|1|A|0|0
AD02|A|2|A|0|0
AD03|A|3|A|0|0
AD04|A|4|A|0|0
AD05|A|5|A|0|0
AD06|A|6|A|0|0
AD07|A|7|A|0|0
AD08|A|8|A|0|0
AD10|A|10|A|0|0
AD11|A|11|A|0|0
AD12|A|12|A|0|0
AD13|A|13|A|0|0
AD14|A|14|A|0|0
AD15|A|15|A|0|0
AD16|A|16|A|0|0
AE01|A|1|A|0|0
AE02|A|2|A|0|0
AE03|A|3|A|0|0
AE04|A|4|A|0|0
AE05|A|5|A|0|0
AE06|A|6|A|0|0
AE07|A|7|A|0|0
AE08|A|8|A|0|0
AE10|A|10|A|0|0
AE11|A|11|A|0|0
AE12|A|12|A|0|0
AE13|A|13|A|0|0
AE14|A|14|A|0|0
AE15|A|15|A|0|0
AE16|A|16|A|0|0
AF01|A|1|A|0|0
AF02|A|2|A|0|0
AF03|A|3|A|0|0
AF04|A|4|A|0|0
AF05|A|5|A|0|0
AF06|A|6|A|0|0
AF07|A|7|A|0|0
AF08|A|8|A|0|0
AF10|A|10|A|0|0
AF11|A|11|A|0|0
AF12|A|12|A|0|0
AF13|A|13|A|0|0
AF14|A|14|A|0|0
AF15|A|15|A|0|0
AF16|A|16|A|0|0
AG01|A|1|A|0|0
AG02|A|2|A|0|0
AG03|A|3|A|0|0
AG04|A|4|A|0|0
AG05|A|5|A|0|0
AG06|A|6|A|0|0
AG07|A|7|A|0|0
AG08|A|8|A|0|0
AG10|A|10|A|0|0
AG11|A|11|A|0|0
AG12|A|12|A|0|0
AG13|A|13|A|0|0
AG14|A|14|A|0|0
AG15|A|15|A|0|0
AG16|A|16|A|0|0
AI01|A|1|A|0|0
AI02|A|2|A|0|0
AI03|A|3|A|0|0
AI04|A|4|A|0|0
AI05|A|5|A|0|0
AI06|A|6|A|0|0
AI07|A|7|A|0|0
AI08|A|8|A|0|0
AI10|A|10|A|0|0
AI11|A|11|A|0|0
AI12|A|12|A|0|0
AI13|A|13|A|0|0
AI14|A|14|A|0|0
AI15|A|15|A|0|0
AI16|A|16|A|0|0
AJ01|A|1|A|0|0
AJ02|A|2|A|0|0
AJ03|A|3|A|0|0
AJ04|A|4|A|0|0
AJ05|A|5|A|0|0
AJ06|A|6|A|0|0
AJ07|A|7|A|0|0
AJ08|A|8|A|0|0
AJ10|A|10|A|0|0
AJ11|A|11|A|0|0
AJ12|A|12|A|0|0
AJ13|A|13|A|0|0
AJ14|A|14|A|0|0
AJ15|A|15|A|0|0
AJ16|A|16|A|0|0
AK01|A|1|A|0|0
AK02|A|2|A|0|0
AK03|A|3|A|0|0
AK04|A|4|A|0|0
AK05|A|5|A|0|0
AK06|A|6|A|0|0
AK07|A|7|A|0|0
AK08|A|8|A|0|0
AK10|A|10|A|0|0
AK11|A|11|A|0|0
AK12|A|12|A|0|0
AK13|A|13|A|0|0
AK14|A|14|A|0|0
AK15|A|15|A|0|0
AK16|A|16|A|0|0
AL01|A|1|A|0|0
AL02|A|2|A|0|0
AL03|A|3|A|0|0
AL04|A|4|A|0|0
AL05|A|5|A|0|0
AL06|A|6|A|0|0
AL07|A|7|A|0|0
AL08|A|8|A|0|0
AL10|A|10|A|0|0
AL11|A|11|A|0|0
AL12|A|12|A|0|0
AL13|A|13|A|0|0
AL14|A|14|A|0|0
AL15|A|15|A|0|0
AL16|A|16|A|0|0
AM01|A|1|A|0|0
AM02|A|2|A|0|0
AM03|A|3|A|0|0
AM04|A|4|A|0|0
AM05|A|5|A|0|0
AM06|A|6|A|0|0
AM07|A|7|A|0|0
AM08|A|8|A|0|0
AM10|A|10|A|0|0
AM11|A|11|A|0|0
AM12|A|12|A|0|0
AM13|A|13|A|0|0
AM14|A|14|A|0|0
AM15|A|15|A|0|0
AM16|A|16|A|0|0
AN01|A|1|A|0|0
AN02|A|2|A|0|0
AN03|A|3|A|0|0
AN04|A|4|A|0|0
AN05|A|5|A|0|0
AN06|A|6|A|0|0
AN07|A|7|A|0|0
AN08|A|8|A|0|0
AN10|A|10|A|0|0
AN11|A|11|A|0|0
AN12|A|12|A|0|0
AN13|A|13|A|0|0
AN14|A|14|A|0|0
AN15|A|15|A|0|0
AN16|A|16|A|0|0
AO01|A|1|A|0|1
AO02|A|2|A|0|1
AO03|A|3|A|0|0
AO04|A|4|A|0|0
AO05|A|5|A|0|0
AO06|A|6|A|0|0
AO07|A|7|A|0|0
AO08|A|8|A|0|0
AO10|A|10|A|0|0
AO11|A|11|A|0|0
AO12|A|12|A|0|0
AO13|A|13|A|0|0
AO14|A|14|A|0|0
AO15|A|15|A|0|1
AO16|A|16|A|0|1
BA01|B|1|B|0|1
BA02|B|2|B|0|1
BA03|B|3|B|0|0
BA04|B|4|B|0|0
BA05|B|5|B|0|0
BA06|B|6|B|0|0
BA07|B|7|B|0|0
BA08|B|8|B|0|0
BA09|B|9|B|0|0
BA10|B|10|B|0|0
BA11|B|11|B|0|0
BA12|B|12|B|0|0
BA13|B|13|B|0|0
BA14|B|14|B|0|0
BA15|B|15|B|0|1
BA16|B|16|B|0|1
BB01|B|1|B|0|0
BB02|B|2|B|0|0
BB03|B|3|B|0|0
BB04|B|4|B|0|0
BB05|B|5|B|0|0
BB06|B|6|B|0|0
BB07|B|7|B|0|0
BB08|B|8|B|0|0
BB09|B|9|B|0|0
BB10|B|10|B|0|0
BB11|B|11|B|0|0
BB12|B|12|B|0|0
BB13|B|13|B|0|0
BB14|B|14|B|0|0
BB15|B|15|B|0|0
BB16|B|16|B|0|0
BC01|B|1|B|0|0
BC02|B|2|B|0|0
BC03|B|3|B|0|0
BC04|B|4|B|0|0
BC05|B|5|B|0|0
BC06|B|6|B|0|0
BC07|B|7|B|0|0
BC08|B|8|B|0|0
BC09|B|9|B|0|0
BC10|B|10|B|0|0
BC11|B|11|B|0|0
BC12|B|12|B|0|0
BC13|B|13|B|0|0
BC14|B|14|B|0|0
BC15|B|15|B|0|0
BC16|B|16|B|0|0
BD01|B|1|B|0|0
BD02|B|2|B|0|0
BD03|B|3|B|0|0
BD04|B|4|B|0|0
BD05|B|5|B|0|0
BD06|B|6|B|0|0
BD07|B|7|B|0|0
BD08|B|8|B|0|0
BD09|B|9|B|0|0
BD10|B|10|B|0|0
BD11|B|11|B|0|0
BD12|B|12|B|0|0
BD13|B|13|B|0|0
BD14|B|14|B|0|0
BD15|B|15|B|0|0
BD16|B|16|B|0|0
BE01|B|1|B|0|0
BE02|B|2|B|0|0
BE03|B|3|B|0|0
BE04|B|4|B|0|0
BE05|B|5|B|0|0
BE06|B|6|B|0|0
BE07|B|7|B|0|0
BE08|B|8|B|0|0
BE09|B|9|B|0|0
BE10|B|10|B|0|0
BE11|B|11|B|0|0
BE12|B|12|B|0|0
BE13|B|13|B|0|0
BE14|B|14|B|0|0
BE15|B|15|B|0|0
BE16|B|16|B|0|0
BG01|B|1|B|0|0
BG02|B|2|B|0|0
BG03|B|3|B|0|0
BG04|B|4|B|0|0
BG05|B|5|B|0|0
BG06|B|6|B|0|0
BG07|B|7|B|0|0
BG08|B|8|B|0|0
BG10|B|10|B|0|0
BG11|B|11|B|0|0
BG12|B|12|B|0|0
BG13|B|13|B|0|0
BG14|B|14|B|0|0
BG15|B|15|B|0|0
BG16|B|16|B|0|0
BH01|B|1|B|0|0
BH02|B|2|B|0|0
BH03|B|3|B|0|0
BH04|B|4|B|0|0
BH05|B|5|B|0|0
BH06|B|6|B|0|0
BH07|B|7|B|0|0
BH08|B|8|B|0|0
BH10|B|10|B|0|0
BH11|B|11|B|0|0
BH12|B|12|B|0|0
BH13|B|13|B|0|0
BH14|B|14|B|0|0
BH15|B|15|B|0|0
BH16|B|16|B|0|0
BI01|B|1|B|0|0
BI02|B|2|B|0|0
BI03|B|3|B|0|0
BI04|B|4|B|0|0
BI05|B|5|B|0|0
BI06|B|6|B|0|0
BI07|B|7|B|0|0
BI08|B|8|B|0|0
BI10|B|10|B|0|0
BI11|B|11|B|0|0
BI12|B|12|B|0|0
BI13|B|13|B|0|0
BI14|B|14|B|0|0
BI15|B|15|B|0|0
BI16|B|16|B|0|0
BJ01|B|1|B|0|1
BJ02|B|2|B|0|1
BJ03|B|3|B|0|0
BJ04|B|4|B|0|0
BJ05|B|5|B|0|0
BJ06|B|6|B|0|0
BJ07|B|7|B|0|0
BJ08|B|8|B|0|0
BJ10|B|10|B|0|0
BJ11|B|11|B|0|0
BJ12|B|12|B|0|0
BJ13|B|13|B|0|0
BJ14|B|14|B|0|0
BJ15|B|15|B|0|1
BJ16|B|16|B|0|1
CA01|C|1|C|0|0
CA02|C|2|C|0|0
CA03|C|3|C|0|0
CA04|C|4|C|0|0
CA05|C|5|C|0|0
CA06|C|6|C|0|0
CA07|C|7|C|0|0
CA09|C|9|C|0|0
CA10|C|10|C|0|0
CA11|C|11|C|0|0
CA12|C|12|C|0|0
CA13|C|13|C|0|0
CA14|C|14|C|0|0
CA15|C|15|C|0|0
CB01|C|1|C|0|0
CB02|C|2|C|0|0
CB03|C|3|C|0|0
CB04|C|4|C|0|0
CB05|C|5|C|0|0
CB06|C|6|C|0|0
CB07|C|7|C|0|0
CB09|C|9|C|0|0
CB10|C|10|C|0|0
CB11|C|11|C|0|0
CB12|C|12|C|0|0
CB13|C|13|C|0|0
CB14|C|14|C|0|0
CB15|C|15|C|0|0
CC01|C|1|C|0|0
CC02|C|2|C|0|0
CC03|C|3|C|0|0
CC04|C|4|C|0|0
CC05|C|5|C|0|0
CC06|C|6|C|0|0
CC07|C|7|C|0|0
CC09|C|9|C|0|0
CC10|C|10|C|0|0
CC11|C|11|C|0|0
CC12|C|12|C|0|0
CC13|C|13|C|0|0
CC14|C|14|C|0|0
CC15|C|15|C|0|0
CD01|C|1|C|0|0
CD02|C|2|C|0|0
CD03|C|3|C|0|0
CD04|C|4|C|0|0
CD05|C|5|C|0|0
CD06|C|6|C|0|0
CD07|C|7|C|0|0
CD09|C|9|C|0|0
CD10|C|10|C|0|0
CD11|C|11|C|0|0
CD12|C|12|C|0|0
CD13|C|13|C|0|0
CD14|C|14|C|0|0
CD15|C|15|C|0|0
