
1|2019-10-10 09:00:00.000|F|9
2|2019-10-10 11:19:00.000|F|3
3|2019-10-10 12:56:00.000|F|11
4|2019-10-10 15:07:00.000|F|7
5|2019-10-10 17:10:00.000|F|5
6|2019-10-10 19:48:00.000|F|2
7|2019-10-10 21:28:00.000|F|3
8|2019-10-10 23:05:00.000|F|11
9|2019-10-10 09:00:00.000|D|2
10|2019-10-10 10:30:00.000|D|7
11|2019-10-10 12:33:00.000|D|5
12|2019-10-10 15:11:00.000|D|2
13|2019-10-10 16:51:00.000|D|3
14|2019-10-10 18:28:00.000|D|9
15|2019-10-10 20:57:00.000|D|11
16|2019-10-10 23:08:00.000|D|7
17|2019-10-10 09:00:00.000|A|3
18|2019-10-10 10:27:00.000|A|2
19|2019-10-10 11:57:00.000|A|5
20|2019-10-10 14:35:00.000|A|3
21|2019-10-10 16:12:00.000|A|11
22|2019-10-10 18:23:00.000|A|9
23|2019-10-10 20:52:00.000|A|7
24|2019-10-10 22:55:00.000|A|5
25|2019-10-10 09:00:00.000|C|7
26|2019-10-10 10:53:00.000|C|9
27|2019-10-10 13:22:00.000|C|11
28|2019-10-10 15:33:00.000|C|7
29|2019-10-10 17:36:00.000|C|5
30|2019-10-10 20:14:00.000|C|2
31|2019-10-10 21:54:00.000|C|3
32|2019-10-10 23:31:00.000|C|11
33|2019-10-10 09:00:00.000|G|2
34|2019-10-10 10:30:00.000|G|7
35|2019-10-10 12:23:00.000|G|9
36|2019-10-10 14:52:00.000|G|5
37|2019-10-10 17:30:00.000|G|2
38|2019-10-10 19:10:00.000|G|3
39|2019-10-10 20:47:00.000|G|9
40|2019-10-10 23:16:00.000|G|11
41|2019-10-10 09:00:00.000|E|3
42|2019-10-10 10:27:00.000|E|2
43|2019-10-10 11:57:00.000|E|5
44|2019-10-10 14:35:00.000|E|3
45|2019-10-10 16:12:00.000|E|11
46|2019-10-10 18:23:00.000|E|9
47|2019-10-10 20:52:00.000|E|7
48|2019-10-10 22:55:00.000|E|5
49|2019-10-10 09:00:00.000|B|7
50|2019-10-10 10:53:00.000|B|9
51|2019-10-10 13:22:00.000|B|11
52|2019-10-10 15:33:00.000|B|7
53|2019-10-10 17:36:00.000|B|5
54|2019-10-10 20:14:00.000|B|2
55|2019-10-10 21:54:00.000|B|3
56|2019-10-10 23:31:00.000|B|11
57|2019-10-11 09:00:00.000|F|9
58|2019-10-11 11:19:00.000|F|4
59|2019-10-11 12:56:00.000|F|11
60|2019-10-11 15:07:00.000|F|7
61|2019-10-11 17:10:00.000|F|5
62|2019-10-11 19:48:00.000|F|2
63|2019-10-11 21:28:00.000|F|4
64|2019-10-11 23:05:00.000|F|11
65|2019-10-11 09:00:00.000|D|11
66|2019-10-11 11:01:00.000|D|13
67|2019-10-11 13:15:00.000|D|7
68|2019-10-11 15:18:00.000|D|5
69|2019-10-11 17:56:00.000|D|2
70|2019-10-11 19:36:00.000|D|4
71|2019-10-11 21:13:00.000|D|13
72|2019-10-11 23:27:00.000|D|9
73|2019-10-11 09:00:00.000|A|7
74|2019-10-11 10:53:00.000|A|7
75|2019-10-11 12:56:00.000|A|5
76|2019-10-11 15:34:00.000|A|2
77|2019-10-11 17:14:00.000|A|4
78|2019-10-11 18:51:00.000|A|11
79|2019-10-11 21:02:00.000|A|9
80|2019-10-11 23:31:00.000|A|13
81|2019-10-11 09:00:00.000|C|2
82|2019-10-11 10:30:00.000|C|5
83|2019-10-11 13:08:00.000|C|2
84|2019-10-11 14:48:00.000|C|4
85|2019-10-11 16:25:00.000|C|13
86|2019-10-11 18:39:00.000|C|9
87|2019-10-11 21:08:00.000|C|11
88|2019-10-11 23:19:00.000|C|7
89|2019-10-11 09:00:00.000|G|5
90|2019-10-11 11:28:00.000|G|5
91|2019-10-11 14:06:00.000|G|4
92|2019-10-11 15:43:00.000|G|11
93|2019-10-11 17:54:00.000|G|9
94|2019-10-11 20:23:00.000|G|13
95|2019-10-11 22:37:00.000|G|7
96|2019-10-11 09:00:00.000|E|2
97|2019-10-11 10:30:00.000|E|2
98|2019-10-11 12:10:00.000|E|4
99|2019-10-11 13:47:00.000|E|13
100|2019-10-11 16:01:00.000|E|9
101|2019-10-11 18:30:00.000|E|11
102|2019-10-11 20:41:00.000|E|7
103|2019-10-11 22:44:00.000|E|5
104|2019-10-11 09:00:00.000|B|4
105|2019-10-11 10:27:00.000|B|4
106|2019-10-11 12:04:00.000|B|11
107|2019-10-11 14:15:00.000|B|9
108|2019-10-11 16:44:00.000|B|13
109|2019-10-11 18:58:00.000|B|7
110|2019-10-11 21:01:00.000|B|5
111|2019-10-11 23:39:00.000|B|2
112|2019-10-12 09:00:00.000|F|9
113|2019-10-12 11:19:00.000|F|4
114|2019-10-12 12:56:00.000|F|11
115|2019-10-12 15:07:00.000|F|7
116|2019-10-12 17:10:00.000|F|5
117|2019-10-12 19:48:00.000|F|2
118|2019-10-12 21:28:00.000|F|4
119|2019-10-12 23:05:00.000|F|11
120|2019-10-12 09:00:00.000|D|11
121|2019-10-12 11:01:00.000|D|13
122|2019-10-12 13:15:00.000|D|7
123|2019-10-12 15:18:00.000|D|5
124|2019-10-12 17:56:00.000|D|2
125|2019-10-12 19:36:00.000|D|4
126|2019-10-12 21:13:00.000|D|13
127|2019-10-12 23:27:00.000|D|9
128|2019-10-12 09:00:00.000|A|7
129|2019-10-12 10:53:00.000|A|7
130|2019-10-12 12:56:00.000|A|5
131|2019-10-12 15:34:00.000|A|2
132|2019-10-12 17:14:00.000|A|4
133|2019-10-12 18:51:00.000|A|11
134|2019-10-12 21:02:00.000|A|9
135|2019-10-12 23:31:00.000|A|13
136|2019-10-12 09:00:00.000|C|2
137|2019-10-12 10:30:00.000|C|5
138|2019-10-12 13:08:00.000|C|2
139|2019-10-12 14:48:00.000|C|4
140|2019-10-12 16:25:00.000|C|13
141|2019-10-12 18:39:00.000|C|9
142|2019-10-12 21:08:00.000|C|11
143|2019-10-12 23:19:00.000|C|7
144|2019-10-12 09:00:00.000|G|5
145|2019-10-12 11:28:00.000|G|5
146|2019-10-12 14:06:00.000|G|4
147|2019-10-12 15:43:00.000|G|11
