1|1|1|0|0
1|2|1|0|0
1|3|1|0|0
1|4|1|0|0
1|5|1|0|0
2|1|1|0|0
2|2|0|1|0
2|3|1|0|0
2|5|1|0|0
3|1|0|1|0
3|2|0|1|0
3|3|0|1|0
3|4|0|1|0
3|5|1|0|0
4|1|1|0|0
4|3|1|0|0
5|1|1|0|0
7|1|1|0|0
7|3|1|0|0
7|5|1|0|0
9|1|1|0|0
9|3|1|0|0
11|1|1|0|0
13|1|1|0|0
13|5|1|0|0
13|2|1|0|0
14|2|0|1|0
14|3|1|0|0
15|1|1|0|0
15|2|1|0|0
15|3|1|0|0
19|1|1|0|0
22|4|1|0|0
22|5|1|0|0
25|2|1|0|0
25|3|1|0|0
25|4|1|0|0
27|1|1|0|0
27|4|0|1|0
28|4|1|0|0
29|5|1|0|0
31|3|1|0|0
31|2|1|0|0
35|1|1|0|0
35|2|1|0|0
35|3|1|0|0
35|4|1|0|0
36|1|1|0|0
36|4|1|0|0
36|5|1|0|0
37|1|1|0|0
37|5|1|0|0
37|3|1|0|0
38|1|1|0|0
38|2|1|0|0
38|3|1|0|0
38|4|1|0|0
38|5|1|0|0
39|2|1|0|0
39|3|1|0|0
39|4|1|0|0
39|5|1|0|0
40|1|1|0|0
40|3|1|0|0
41|5|1|0|0
42|2|1|0|0
42|3|1|0|0
42|5|1|0|0
43|1|1|0|0
43|5|1|0|0
44|4|1|0|0
45|2|1|0|0
45|3|1|0|0
46|1|1|0|0
47|2|0|1|0
49|1|1|0|0
49|2|1|0|0
49|3|1|0|0
49|4|1|0|0
49|5|1|0|0
51|1|1|0|0
53|1|1|0|0
53|3|1|0|0
53|4|1|0|0
55|5|1|0|0
56|1|1|0|0
58|1|1|0|0
58|3|1|0|0
59|2|1|0|0
56|2|1|0|0
57|1|1|0|0
57|2|1|0|0
57|3|0|1|0
59|1|1|0|0
59|5|1|0|0
59|3|1|0|0
55|4|1|0|0
60|2|1|0|0
60|3|1|0|0
60|5|0|1|0
61|4|1|0|0
61|1|1|0|0
61|2|1|0|0
61|3|1|0|0
