2|2020-1-15 0:00|1|1|2020-1-17 13:55|2
2|2020-1-15 13:17|1|2|2020-1-17 19:25|2
1|2020-1-16 13:25|2|3|2020-1-18 16:25|4
1|2020-1-17 8:33|2|4|2020-1-21 11:35|3
1|2020-1-17 23:17|130|1|2020-1-18 17:25|4
0|2020-1-18 0:30|131|1|1900-1-1 0:00|1
0|2020-1-18 22:22|180|1|1900-1-1 0:00|1
0|2020-1-18 22:52|181|1|1900-1-1 0:00|1
0|2020-1-18 23:59|182|1|1900-1-1 0:00|1
0|2020-2-1 13:12|3845|1|2999-1-1 0:00|1
0|2020-2-1 13:13|3915|1|2999-1-1 0:00|1
0|2020-2-1 13:13|3904|1|2999-1-1 0:00|1
0|2020-2-1 13:13|3933|1|2999-1-1 0:00|1
0|2020-2-1 13:14|4130|1|2999-1-1 0:00|1
0|2020-2-1 13:14|3949|1|2999-1-1 0:00|1
0|2020-2-1 13:15|4014|1|2999-1-1 0:00|1
0|2020-2-1 13:15|3900|1|2999-1-1 0:00|1
0|2020-2-1 13:16|3897|1|2999-1-1 0:00|1
0|2020-2-1 13:16|4073|1|2999-1-1 0:00|1
0|2020-2-1 13:17|4029|1|2999-1-1 0:00|1
0|2020-2-1 13:17|3929|1|2999-1-1 0:00|1
0|2020-2-1 13:18|4053|1|2999-1-1 0:00|1
0|2020-2-1 13:19|4072|1|2999-1-1 0:00|1
0|2020-2-1 13:19|4000|1|2999-1-1 0:00|1
0|2020-2-1 13:20|3916|1|2999-1-1 0:00|1
0|2020-2-1 13:20|3840|1|2999-1-1 0:00|1
0|2020-2-1 13:21|4217|1|2999-1-1 0:00|1
0|2020-2-1 13:21|3973|1|2999-1-1 0:00|1
0|2020-2-1 13:22|3988|1|2999-1-1 0:00|1
0|2020-2-1 13:23|3889|1|2999-1-1 0:00|1
0|2020-2-1 13:23|4049|1|2999-1-1 0:00|1
0|2020-2-1 13:25|3937|1|2999-1-1 0:00|1
0|2020-2-1 13:25|3937|1|2999-1-1 0:00|1
0|2020-2-1 13:26|4220|1|2999-1-1 0:00|1
